approach;time;score
BCloudTree;68;5389.307833333331
BCloudTree;69;5497.507999999997
BCloudTree;70;5579.910999999997
BCloudTree;71;5665.903499999998
BCloudTree;72;5665.903499999998
BCloudTree;73;5695.233499999998
BCloudTree;74;5695.233499999998
BCloudTree;75;5725.468666666664
BCloudTree;76;5968.219666666664
BCloudTree;77;6051.927666666664
BCloudTree;78;6137.892666666664
BCloudTree;79;6169.302666666664
BCloudTree;80;6169.302666666664
BCloudTree;81;6169.302666666664
BCloudTree;82;6362.687666666662
BCloudTree;83;6362.687666666662
BCloudTree;84;6362.687666666662
BCloudTree;85;6434.632666666662
BCloudTree;86;6434.632666666662
BCloudTree;87;6632.18933333333
BCloudTree;88;6709.6993333333285
BCloudTree;89;6878.094833333327
BCloudTree;90;6907.424833333327
BCloudTree;91;6907.424833333327
BCloudTree;92;6984.934833333327
BCloudTree;93;7015.6249999999945
BCloudTree;94;7015.6249999999945
BCloudTree;95;7171.277999999993
BCloudTree;96;7254.837999999994
BCloudTree;97;7372.44216666666
BCloudTree;98;7458.10066666666
BCloudTree;99;7544.06566666666
BCloudTree;100;7574.3008333333255
BCloudTree;101;7652.715833333326
BCloudTree;102;7731.130833333327
BCloudTree;103;7761.567499999994
BCloudTree;104;7844.512499999993
BCloudTree;105;7844.512499999993
BCloudTree;106;7928.4274999999925
BCloudTree;107;8037.279166666659
BCloudTree;108;8122.770166666659
BCloudTree;109;8322.148166666659
BCloudTree;110;8322.148166666659
BCloudTree;111;8406.063166666661
BCloudTree;112;8406.063166666661
BCloudTree;113;8468.18566666666
BCloudTree;114;8540.13066666666
BCloudTree;115;8540.13066666666
BCloudTree;116;8739.03416666666
BCloudTree;117;8739.03416666666
BCloudTree;118;8993.02466666666
BCloudTree;119;8993.02466666666
BCloudTree;120;9140.689833333328
BCloudTree;121;9140.689833333328
BCloudTree;122;9140.689833333328
BCloudTree;123;9249.794999999996
BCloudTree;124;9335.447999999997
BCloudTree;125;9335.447999999997
BCloudTree;126;9453.339999999995
BCloudTree;127;9566.179666666661
BCloudTree;128;9566.179666666661
BCloudTree;129;9650.993166666663
BCloudTree;130;9736.558166666666
BCloudTree;131;9769.636666666665
BCloudTree;132;9855.601666666667
BCloudTree;133;10090.518999999998
BCloudTree;134;10090.518999999998
BCloudTree;135;10090.518999999998
BCloudTree;136;10090.518999999998
BCloudTree;137;10125.178166666665
BCloudTree;138;10207.581166666667
BCloudTree;139;10291.496166666666
BCloudTree;140;10526.427833333333
BCloudTree;141;10612.020333333332
BCloudTree;142;10612.020333333332
BCloudTree;143;10696.833833333332
BCloudTree;144;10696.833833333332
BCloudTree;145;10728.243833333332
BCloudTree;146;10791.004833333334
BCloudTree;147;10948.602833333334
BCloudTree;148;10948.602833333334
BCloudTree;149;11033.266333333337
BCloudTree;150;11118.858833333335
BCloudTree;151;11234.753500000003
BCloudTree;152;11352.357666666669
BCloudTree;153;11385.150166666668
BCloudTree;154;11463.565166666669
BCloudTree;155;11463.565166666669
BCloudTree;156;11549.223666666669
BCloudTree;157;11635.188666666669
BCloudTree;158;11719.85216666667
BCloudTree;159;11836.253833333336
BCloudTree;160;11975.795666666672
BCloudTree;161;11975.795666666672
BCloudTree;162;11975.795666666672
BCloudTree;163;12145.348166666672
BCloudTree;164;12145.348166666672
BCloudTree;165;12174.678166666672
BCloudTree;166;12174.678166666672
BCloudTree;167;12293.409666666672
BCloudTree;168;12404.149000000007
BCloudTree;169;12575.265500000007
BCloudTree;170;12660.924000000006
BCloudTree;171;12691.159166666674
BCloudTree;172;12777.151666666674
BCloudTree;173;12777.151666666674
BCloudTree;174;12777.151666666674
BCloudTree;175;12893.299833333342
BCloudTree;176;12975.702833333342
BCloudTree;177;13085.537166666676
BCloudTree;178;13171.028166666676
BCloudTree;179;13171.028166666676
BCloudTree;180;13171.028166666676
BCloudTree;181;13205.687333333342
BCloudTree;182;13205.687333333342
BCloudTree;183;13291.652333333343
BCloudTree;184;13324.444833333342
BCloudTree;185;13408.359833333343
BCloudTree;186;13492.067833333344
BCloudTree;187;13664.025333333344
BCloudTree;188;13694.260500000011
BCloudTree;189;13694.260500000011
BCloudTree;190;13808.658666666677
BCloudTree;191;13808.658666666677
BCloudTree;192;13808.658666666677
BCloudTree;193;13894.116666666678
BCloudTree;194;13980.10916666668
BCloudTree;195;14176.29916666668
BCloudTree;196;14254.714166666681
BCloudTree;197;14286.124166666681
BCloudTree;198;14363.634166666681
BCloudTree;199;14363.634166666681
BCloudTree;200;14363.634166666681
BCloudTree;201;14449.19916666668
BCloudTree;202;14480.60916666668
BCloudTree;203;14596.502833333347
BCloudTree;204;14680.062833333348
BCloudTree;205;14829.517833333348
BCloudTree;206;14829.517833333348
BCloudTree;207;14829.517833333348
BCloudTree;208;14911.920833333348
BCloudTree;209;14944.999333333348
BCloudTree;210;14974.329333333348
BCloudTree;211;14974.329333333348
BCloudTree;212;15144.795833333348
BCloudTree;213;15144.795833333348
BCloudTree;214;15230.286833333348
BCloudTree;215;15230.286833333348
BCloudTree;216;15344.685000000016
BCloudTree;217;15377.763500000015
BCloudTree;218;15449.708500000015
BCloudTree;219;15532.111500000015
BCloudTree;220;15617.602500000015
BCloudTree;221;15703.595000000016
BCloudTree;222;15703.595000000016
BCloudTree;223;15789.187500000016
BCloudTree;224;15906.96983333335
BCloudTree;225;15940.04833333335
BCloudTree;226;15940.04833333335
BCloudTree;227;16025.70133333335
BCloudTree;228;16025.70133333335
BCloudTree;229;16195.208833333354
BCloudTree;230;16195.208833333354
BCloudTree;231;16225.899000000021
BCloudTree;232;16395.17200000002
BCloudTree;233;16514.49466666669
BCloudTree;234;16600.45966666669
BCloudTree;235;16600.45966666669
BCloudTree;236;16600.45966666669
BCloudTree;237;16714.254833333358
BCloudTree;238;16876.42833333336
BCloudTree;239;16876.42833333336
BCloudTree;240;16958.831333333357
BCloudTree;241;16991.15566666669
BCloudTree;242;17076.613666666693
BCloudTree;243;17076.613666666693
BCloudTree;244;17162.272166666695
BCloudTree;245;17279.33516666669
BCloudTree;246;17362.28016666669
BCloudTree;247;17447.09366666669
BCloudTree;248;17479.88616666669
BCloudTree;249;17565.451166666688
BCloudTree;250;17637.396166666687
BCloudTree;251;17752.184166666695
BCloudTree;252;17752.184166666695
BCloudTree;253;17752.184166666695
BCloudTree;254;17752.184166666695
BCloudTree;255;17869.322000000026
BCloudTree;256;18040.805500000028
BCloudTree;257;18040.805500000028
BCloudTree;258;18156.001000000022
BCloudTree;259;18241.45900000002
BCloudTree;260;18325.16700000002
BCloudTree;261;18355.402166666685
BCloudTree;262;18355.402166666685
BCloudTree;263;18355.402166666685
BCloudTree;264;18473.62133333335
BCloudTree;265;18640.27433333335
BCloudTree;266;18640.27433333335
BCloudTree;267;18723.982333333348
BCloudTree;268;18753.31233333335
BCloudTree;269;18753.31233333335
BCloudTree;270;18753.31233333335
BCloudTree;271;18855.694000000018
BCloudTree;272;18855.694000000018
BCloudTree;273;18855.694000000018
BCloudTree;274;18976.011666666684
BCloudTree;275;19167.67183333335
BCloudTree;276;19167.67183333335
BCloudTree;277;19167.67183333335
BCloudTree;278;19276.59183333335
BCloudTree;279;19276.59183333335
BCloudTree;280;19276.59183333335
BCloudTree;281;19276.59183333335
BCloudTree;282;19422.70833333335
BCloudTree;283;19422.70833333335
BCloudTree;284;19540.991833333348
BCloudTree;285;19626.58433333335
BCloudTree;286;19626.58433333335
BCloudTree;287;19626.58433333335
BCloudTree;288;19712.149333333353
BCloudTree;289;19820.34950000002
BCloudTree;290;19852.673833333352
BCloudTree;291;19883.36400000002
BCloudTree;292;19968.027500000026
BCloudTree;293;19968.027500000026
BCloudTree;294;20052.691000000028
BCloudTree;295;20171.448500000024
BCloudTree;296;20253.851500000022
BCloudTree;297;20253.851500000022
BCloudTree;298;20286.930000000022
BCloudTree;299;20286.930000000022
BCloudTree;300;20286.930000000022
BCloudTree;301;20568.73266666669
BCloudTree;302;20601.525166666688
BCloudTree;303;20601.525166666688
BCloudTree;304;20804.694333333355
BCloudTree;305;20804.694333333355
BCloudTree;306;20804.694333333355
BCloudTree;307;20804.694333333355
BCloudTree;308;20876.639333333354
BCloudTree;309;20992.376833333354
BCloudTree;310;21108.304500000024
BCloudTree;311;21139.714500000024
BCloudTree;312;21310.093000000023
BCloudTree;313;21310.093000000023
BCloudTree;314;21310.093000000023
BCloudTree;315;21479.218000000023
BCloudTree;316;21479.218000000023
BCloudTree;317;21563.88150000002
BCloudTree;318;21679.88316666669
BCloudTree;319;21709.213166666686
BCloudTree;320;21709.213166666686
BCloudTree;321;21875.176166666683
BCloudTree;322;21960.768666666678
BCloudTree;323;21960.768666666678
BCloudTree;324;21991.205333333346
BCloudTree;325;22077.197833333346
BCloudTree;326;22077.197833333346
BCloudTree;327;22077.197833333346
BCloudTree;328;22193.086000000014
BCloudTree;329;22279.078500000014
BCloudTree;330;22311.402833333348
BCloudTree;331;22397.061333333346
BCloudTree;332;22481.874833333346
BCloudTree;333;22481.874833333346
BCloudTree;334;22567.839833333346
BCloudTree;335;22567.839833333346
BCloudTree;336;22567.839833333346
BCloudTree;337;22598.530000000013
BCloudTree;338;22714.76933333335
BCloudTree;339;22883.820333333348
BCloudTree;340;22883.820333333348
BCloudTree;341;22955.765333333347
BCloudTree;342;22955.765333333347
BCloudTree;343;22955.765333333347
BCloudTree;344;22955.765333333347
BCloudTree;345;23073.369500000015
BCloudTree;346;23156.314500000015
BCloudTree;347;23267.522000000015
BCloudTree;348;23267.522000000015
BCloudTree;349;23267.522000000015
BCloudTree;350;23267.522000000015
BCloudTree;351;23267.522000000015
BCloudTree;352;23383.34966666668
BCloudTree;353;23383.34966666668
BCloudTree;354;23546.42816666668
BCloudTree;355;23662.776833333348
BCloudTree;356;23662.776833333348
BCloudTree;357;23662.776833333348
BCloudTree;358;23692.10683333335
BCloudTree;359;23776.77033333335
BCloudTree;360;23776.77033333335
BCloudTree;361;23862.228333333347
BCloudTree;362;23893.638333333347
BCloudTree;363;23978.451833333347
BCloudTree;364;23978.451833333347
BCloudTree;365;24094.525333333346
BCloudTree;366;24180.183833333347
BCloudTree;367;24180.183833333347
BCloudTree;368;24262.586833333346
BCloudTree;369;24292.82200000001
BCloudTree;370;24292.82200000001
BCloudTree;371;24403.410500000013
BCloudTree;372;24572.014000000014
BCloudTree;373;24572.014000000014
BCloudTree;374;24743.971500000014
BCloudTree;375;24743.971500000014
BCloudTree;376;24773.301500000012
BCloudTree;377;24773.301500000012
BCloudTree;378;24803.99166666668
BCloudTree;380;25059.19716666668
BCloudTree;381;25225.850166666678
BCloudTree;382;25225.850166666678
BCloudTree;383;25258.928666666678
BCloudTree;384;25292.007166666677
BCloudTree;385;25292.007166666677
BCloudTree;386;25292.007166666677
BCloudTree;387;25455.109666666678
BCloudTree;388;25624.51566666668
BCloudTree;389;25624.51566666668
BCloudTree;390;25742.298000000013
BCloudTree;391;25776.95716666668
BCloudTree;392;25776.95716666668
BCloudTree;393;25776.95716666668
BCloudTree;394;25848.90216666668
BCloudTree;395;25848.90216666668
BCloudTree;396;26104.40216666668
BCloudTree;397;26135.09233333335
BCloudTree;398;26167.416666666682
BCloudTree;399;26249.81966666668
BCloudTree;400;26335.47266666668
BCloudTree;401;26335.47266666668
BCloudTree;402;26335.47266666668
BCloudTree;403;26419.38766666668
BCloudTree;404;26535.113833333347
BCloudTree;405;26653.39733333335
BCloudTree;406;26653.39733333335
BCloudTree;407;26735.800333333347
BCloudTree;408;26735.800333333347
BCloudTree;409;26819.508333333346
BCloudTree;410;26902.453333333346
BCloudTree;411;27051.00116666668
BCloudTree;412;27051.00116666668
BCloudTree;413;27136.654166666678
BCloudTree;414;27221.317666666677
BCloudTree;415;27221.317666666677
BCloudTree;416;27221.317666666677
BCloudTree;417;27409.09033333334
BCloudTree;418;27438.420333333343
BCloudTree;419;27521.980333333344
BCloudTree;420;27607.945333333344
BCloudTree;421;27607.945333333344
BCloudTree;422;27607.945333333344
BCloudTree;423;27607.945333333344
BCloudTree;424;27811.393833333343
BCloudTree;425;27811.393833333343
BCloudTree;426;27973.71733333334
BCloudTree;427;28088.50533333334
BCloudTree;428;28088.50533333334
BCloudTree;429;28088.50533333334
BCloudTree;430;28088.50533333334
BCloudTree;431;28174.163833333343
BCloudTree;432;28258.977333333343
BCloudTree;433;28293.63650000001
BCloudTree;434;28492.996666666677
BCloudTree;435;28492.996666666677
BCloudTree;436;28492.996666666677
BCloudTree;437;28578.56166666668
BCloudTree;438;28578.56166666668
BCloudTree;439;28664.55416666668
BCloudTree;440;28748.11416666668
BCloudTree;441;28862.90216666668
BCloudTree;442;28893.33883333335
BCloudTree;443;28893.33883333335
BCloudTree;444;28893.33883333335
BCloudTree;445;28979.30383333335
BCloudTree;446;28979.30383333335
BCloudTree;447;28979.30383333335
BCloudTree;448;29093.702000000016
BCloudTree;449;29208.057000000015
BCloudTree;450;29208.057000000015
BCloudTree;451;29208.057000000015
BCloudTree;452;29291.002000000015
BCloudTree;453;29291.002000000015
BCloudTree;454;29402.209500000015
BCloudTree;455;29512.512000000013
BCloudTree;456;29512.512000000013
BCloudTree;457;29598.170500000015
BCloudTree;458;29598.170500000015
BCloudTree;459;29682.085500000016
BCloudTree;460;29714.878000000015
BCloudTree;461;29714.878000000015
BCloudTree;462;29829.27616666668
BCloudTree;463;29901.22116666668
BCloudTree;464;29901.22116666668
BCloudTree;465;29985.88466666668
BCloudTree;466;29985.88466666668
BCloudTree;467;30102.59216666668
BCloudTree;468;30102.59216666668
BCloudTree;469;30213.180666666678
BCloudTree;470;30213.180666666678
BCloudTree;471;30213.180666666678
BCloudTree;472;30384.40416666668
BCloudTree;473;30384.40416666668
BCloudTree;474;30469.895166666684
BCloudTree;475;30504.55433333335
BCloudTree;476;30586.95733333335
BCloudTree;477;30586.95733333335
BCloudTree;478;30586.95733333335
BCloudTree;479;30672.94983333335
BCloudTree;480;30672.94983333335
BCloudTree;481;30840.016333333348
BCloudTree;482;30871.426333333347
BCloudTree;483;30956.991333333346
BCloudTree;484;30956.991333333346
BCloudTree;485;30956.991333333346
BCloudTree;486;30956.991333333346
BCloudTree;487;30956.991333333346
BCloudTree;488;30987.428000000014
BCloudTree;489;31158.911500000017
BCloudTree;490;31244.476500000015
BCloudTree;491;31244.476500000015
BCloudTree;492;31244.476500000015
BCloudTree;494;31244.476500000015
BCloudTree;495;31274.913166666684
BCloudTree;496;31359.726666666684
BCloudTree;497;31530.884166666685
BCloudTree;498;31530.884166666685
BCloudTree;499;31530.884166666685
BCloudTree;500;31530.884166666685
BCloudTree;501;31563.20850000002
BCloudTree;502;31563.20850000002
BCloudTree;503;31646.76850000002
BCloudTree;504;31732.259500000022
BCloudTree;505;31732.259500000022
BCloudTree;506;31817.91250000002
BCloudTree;507;31817.91250000002
BCloudTree;508;31848.602666666688
BCloudTree;509;31848.602666666688
BCloudTree;510;31931.547666666687
BCloudTree;511;32016.361166666687
BCloudTree;512;32016.361166666687
BCloudTree;513;32016.361166666687
BCloudTree;514;32136.985333333356
BCloudTree;515;32136.985333333356
BCloudTree;516;32136.985333333356
BCloudTree;517;32136.985333333356
BCloudTree;518;32390.867333333357
BCloudTree;519;32390.867333333357
BCloudTree;520;32390.867333333357
BCloudTree;521;32421.102500000023
BCloudTree;522;32421.102500000023
BCloudTree;523;32421.102500000023
BCloudTree;524;32493.047500000022
BCloudTree;525;32748.11700000002
BCloudTree;526;32748.11700000002
BCloudTree;528;32777.44700000002
BCloudTree;529;32777.44700000002
BCloudTree;530;32777.44700000002
BCloudTree;531;32777.44700000002
BCloudTree;532;32946.665500000025
BCloudTree;533;33110.673000000024
BCloudTree;534;33110.673000000024
BCloudTree;535;33142.08300000003
BCloudTree;536;33142.08300000003
BCloudTree;537;33142.08300000003
BCloudTree;538;33228.07550000003
BCloudTree;539;33312.73900000002
BCloudTree;540;33398.33150000003
BCloudTree;541;33476.74650000004
BCloudTree;542;33476.74650000004
BCloudTree;543;33509.82500000003
BCloudTree;544;33509.82500000003
BCloudTree;545;33595.316000000035
BCloudTree;546;33680.90850000003
BCloudTree;547;33680.90850000003
BCloudTree;549;33680.90850000003
BCloudTree;550;33766.366500000026
BCloudTree;551;33766.366500000026
BCloudTree;552;33766.366500000026
BCloudTree;553;33882.64916666669
BCloudTree;554;33968.24166666669
BCloudTree;556;33968.24166666669
BCloudTree;557;33968.24166666669
BCloudTree;559;34050.64466666669
BCloudTree;560;34136.1356666667
BCloudTree;561;34221.7281666667
BCloudTree;562;34254.8066666667
BCloudTree;563;34254.8066666667
BCloudTree;564;34254.8066666667
BCloudTree;566;34339.6201666667
BCloudTree;567;34339.6201666667
BCloudTree;568;34374.27933333336
BCloudTree;569;34460.244333333365
BCloudTree;570;34460.244333333365
BCloudTree;571;34460.244333333365
BCloudTree;572;34460.244333333365
BCloudTree;573;34543.80433333337
BCloudTree;574;34543.80433333337
BCloudTree;575;34576.1286666667
BCloudTree;576;34576.1286666667
BCloudTree;577;34659.8366666667
BCloudTree;578;34659.8366666667
BCloudTree;579;34659.8366666667
BCloudTree;580;34744.6501666667
BCloudTree;581;34777.4426666667
BCloudTree;582;34777.4426666667
BCloudTree;583;34777.4426666667
BCloudTree;585;34777.4426666667
BCloudTree;586;34777.4426666667
BCloudTree;587;34887.27700000003
BCloudTree;588;34970.837000000036
BCloudTree;589;34970.837000000036
BCloudTree;591;34970.837000000036
BCloudTree;592;34970.837000000036
BCloudTree;593;34970.837000000036
BCloudTree;594;35001.0721666667
BCloudTree;595;35085.7356666667
BCloudTree;596;35157.680666666696
BCloudTree;597;35157.680666666696
BCloudTree;600;35157.680666666696
BCloudTree;601;35187.0106666667
BCloudTree;602;35272.6031666667
BCloudTree;603;35358.25616666669
BCloudTree;604;35358.25616666669
BCloudTree;606;35358.25616666669
BCloudTree;608;35388.49133333335
BCloudTree;609;35474.08383333335
BCloudTree;610;35474.08383333335
BCloudTree;612;35556.48683333335
BCloudTree;614;35585.81683333335
BCloudTree;615;35585.81683333335
BCloudTree;616;35585.81683333335
BCloudTree;617;35671.40933333335
BCloudTree;619;35671.40933333335
BCloudTree;620;35757.06233333335
BCloudTree;621;35787.75250000002
BCloudTree;623;35787.75250000002
BCloudTree;624;35787.75250000002
BCloudTree;626;35787.75250000002
BCloudTree;627;35787.75250000002
BCloudTree;628;35820.54500000002
BCloudTree;630;35820.54500000002
BCloudTree;631;35820.54500000002
BCloudTree;633;35906.51000000002
BCloudTree;634;35939.30250000001
BCloudTree;639;35939.30250000001
BCloudTree;640;35939.30250000001
BCloudTree;641;35972.095000000016
BCloudTree;642;36057.553000000014
BCloudTree;643;36057.553000000014
BCloudTree;644;36057.553000000014
BCloudTree;646;36057.553000000014
BCloudTree;647;36057.553000000014
BCloudTree;649;36057.553000000014
BCloudTree;650;36143.11800000002
BCloudTree;651;36143.11800000002
BCloudTree;653;36143.11800000002
BCloudTree;655;36143.11800000002
BCloudTree;656;36143.11800000002
BCloudTree;658;36228.576000000015
BCloudTree;660;36228.576000000015
BCloudTree;663;36228.576000000015
BCloudTree;664;36228.576000000015
BCloudTree;667;36228.576000000015
BCloudTree;668;36312.284000000014
BCloudTree;669;36312.284000000014
BCloudTree;671;36312.284000000014
BCloudTree;675;36312.284000000014
BCloudTree;676;36389.794000000016
BCloudTree;677;36389.794000000016
BCloudTree;681;36389.794000000016
BCloudTree;683;36389.794000000016
BCloudTree;684;36389.794000000016
BCloudTree;685;36389.794000000016
BCloudTree;687;36389.794000000016
BCloudTree;688;36389.794000000016
BCloudTree;691;36389.794000000016
BCloudTree;692;36389.794000000016
BCloudTree;693;36389.794000000016
BCloudTree;699;36389.794000000016
BCloudTree;700;36389.794000000016
BCloudTree;701;36389.794000000016
BCloudTree;704;36389.794000000016
BCloudTree;707;36389.794000000016
BCloudTree;709;36389.794000000016
BCloudTree;710;36389.794000000016
BCloudTree;711;36389.794000000016
BCloudTree;715;36389.794000000016
BCloudTree;720;36389.794000000016
BCloudTree;721;36389.794000000016
BCloudTree;728;36473.502000000015
BCloudTree;730;36473.502000000015
BCloudTree;731;36473.502000000015
BCloudTree;732;36473.502000000015
BCloudTree;734;36473.502000000015
BCloudTree;735;36551.01200000002
BCloudTree;736;36551.01200000002
BCloudTree;739;36551.01200000002
BCloudTree;741;36551.01200000002
BCloudTree;742;36633.415000000015
BCloudTree;746;36633.415000000015
BCloudTree;747;36633.415000000015
BCloudTree;748;36718.98000000002
BCloudTree;751;36718.98000000002
BCloudTree;754;36804.54500000001
BCloudTree;755;36804.54500000001
BCloudTree;757;36804.54500000001
BCloudTree;758;36804.54500000001
BCloudTree;760;36804.54500000001
BCloudTree;761;36890.110000000015
BCloudTree;768;36890.110000000015
BCloudTree;770;36890.110000000015
BCloudTree;774;36890.110000000015
BCloudTree;779;36890.110000000015
BCloudTree;780;36890.110000000015
BCloudTree;783;36890.110000000015
BCloudTree;790;36890.110000000015
BCloudTree;791;36890.110000000015
BCloudTree;793;36890.110000000015
BCloudTree;794;36890.110000000015
BCloudTree;795;36890.110000000015
BCloudTree;799;36890.110000000015
BCloudTree;800;36890.110000000015
BCloudTree;802;36890.110000000015
BCloudTree;804;36890.110000000015
BCloudTree;810;36890.110000000015
BCloudTree;811;36890.110000000015
BCloudTree;812;36890.110000000015
BCloudTree;813;36890.110000000015
BCloudTree;814;36890.110000000015
BCloudTree;818;36890.110000000015
BCloudTree;819;36890.110000000015
BCloudTree;821;36890.110000000015
BCloudTree;826;36890.110000000015
BCloudTree;827;36890.110000000015
BCloudTree;828;36890.110000000015
BCloudTree;830;36890.110000000015
BCloudTree;836;36890.110000000015
BCloudTree;837;36890.110000000015
BCloudTree;838;36890.110000000015
BCloudTree;844;36890.110000000015
BCloudTree;845;36890.110000000015
BCloudTree;847;36890.110000000015
BCloudTree;853;36890.110000000015
BCloudTree;855;36890.110000000015
BCloudTree;857;36890.110000000015
BCloudTree;861;36890.110000000015
BCloudTree;862;36890.110000000015
BCloudTree;865;36890.110000000015
BCloudTree;867;36890.110000000015
BCloudTree;869;36890.110000000015
BCloudTree;870;36890.110000000015
BCloudTree;872;36890.110000000015
BCloudTree;874;36890.110000000015
BCloudTree;877;36890.110000000015
BCloudTree;878;36890.110000000015
BCloudTree;879;36890.110000000015
BCloudTree;882;36890.110000000015
BCloudTree;883;36890.110000000015
BCloudTree;884;36890.110000000015
BCloudTree;886;36890.110000000015
BCloudTree;887;36890.110000000015
BCloudTree;889;36890.110000000015
BCloudTree;890;36890.110000000015
BCloudTree;893;36890.110000000015
BCloudTree;894;36890.110000000015
BCloudTree;895;36890.110000000015
BCloudTree;896;36890.110000000015
BCloudTree;898;36890.110000000015
BCloudTree;902;36890.110000000015
BCloudTree;903;36890.110000000015
BCloudTree;905;36890.110000000015
BCloudTree;906;36890.110000000015
BCloudTree;907;36890.110000000015
BCloudTree;911;36890.110000000015
BCloudTree;915;36890.110000000015
BCloudTree;918;36890.110000000015
BCloudTree;919;36890.110000000015
BCloudTree;920;36890.110000000015
BCloudTree;925;36890.110000000015
BCloudTree;926;36890.110000000015
BCloudTree;928;36890.110000000015
BCloudTree;932;36890.110000000015
BCloudTree;935;36890.110000000015
BCloudTree;936;36890.110000000015
BCloudTree;938;36890.110000000015
BCloudTree;942;36890.110000000015
BCloudTree;944;36890.110000000015
BCloudTree;945;36890.110000000015
BCloudTree;946;36890.110000000015
BCloudTree;949;36890.110000000015
BCloudTree;954;36890.110000000015
BCloudTree;956;36890.110000000015
BCloudTree;957;36890.110000000015
BCloudTree;961;36890.110000000015
BCloudTree;963;36890.110000000015
BCloudTree;964;36890.110000000015
BCloudTree;966;36890.110000000015
BCloudTree;967;36890.110000000015
BCloudTree;971;36890.110000000015
BCloudTree;972;36890.110000000015
BCloudTree;973;36890.110000000015
BCloudTree;976;36890.110000000015
BCloudTree;979;36890.110000000015
BCloudTree;980;36890.110000000015
BCloudTree;982;36890.110000000015
BCloudTree;987;36890.110000000015
BCloudTree;990;36890.110000000015
BCloudTree;991;36890.110000000015
BCloudTree;994;36890.110000000015
BCloudTree;995;36890.110000000015
BCloudTree;1001;36890.110000000015
BCloudTree;1005;36890.110000000015
BCloudTree;1008;36890.110000000015
BCloudTree;1012;36890.110000000015
BCloudTree;1015;36890.110000000015
BCloudTree;1022;36890.110000000015
BCloudTree;1024;36890.110000000015
BCloudTree;1031;36890.110000000015
BCloudTree;1033;36890.110000000015
BCloudTree;1034;36890.110000000015
BCloudTree;1042;36890.110000000015
BCloudTree;1043;36890.110000000015
BCloudTree;1044;36890.110000000015
BCloudTree;1051;36890.110000000015
BCloudTree;1053;36890.110000000015
BCloudTree;1054;36890.110000000015
BCloudTree;1061;36890.110000000015
BCloudTree;1067;36890.110000000015
BCloudTree;1069;36890.110000000015
BCloudTree;1070;36890.110000000015
BCloudTree;1076;36890.110000000015
BCloudTree;1083;36890.110000000015
BCloudTree;1085;36890.110000000015
BCloudTree;1090;36890.110000000015
BCloudTree;1092;36890.110000000015
BCloudTree;1097;36890.110000000015
BCloudTree;1100;36890.110000000015
BCloudTree;1102;36890.110000000015
BCloudTree;1104;36890.110000000015
BCloudTree;1110;36890.110000000015
BCloudTree;1114;36890.110000000015
BCloudTree;1116;36890.110000000015
BCloudTree;1118;36890.110000000015
BCloudTree;1122;36890.110000000015
BCloudTree;1126;36890.110000000015
BCloudTree;1130;36890.110000000015
BCloudTree;1135;36890.110000000015
BCloudTree;1136;36890.110000000015
BCloudTree;1137;36890.110000000015
BCloudTree;1143;36890.110000000015
BCloudTree;1148;36890.110000000015
