approach;time;"cumulative score"
OriginalBCloudTree;57;2963.7678333333333
OriginalBCloudTree;58;2994.003
OriginalBCloudTree;59;3027.0815000000007
OriginalBCloudTree;60;3104.591500000001
OriginalBCloudTree;61;3137.670000000001
OriginalBCloudTree;62;3137.670000000001
OriginalBCloudTree;63;3221.230000000001
OriginalBCloudTree;65;3305.145000000001
OriginalBCloudTree;66;3337.4693333333344
OriginalBCloudTree;67;3337.4693333333344
OriginalBCloudTree;68;3454.1078333333344
OriginalBCloudTree;69;3486.432166666668
OriginalBCloudTree;70;3650.500166666668
OriginalBCloudTree;71;3650.500166666668
OriginalBCloudTree;72;3728.0101666666683
OriginalBCloudTree;73;3759.420166666668
OriginalBCloudTree;75;3843.335166666668
OriginalBCloudTree;76;3874.745166666668
OriginalBCloudTree;77;3909.4043333333348
OriginalBCloudTree;78;3994.862333333335
OriginalBCloudTree;80;4024.192333333335
OriginalBCloudTree;82;4193.760333333334
OriginalBCloudTree;84;4223.090333333333
OriginalBCloudTree;85;4252.420333333333
OriginalBCloudTree;86;4324.365333333333
OriginalBCloudTree;87;4407.925333333332
OriginalBCloudTree;88;4442.584499999999
OriginalBCloudTree;89;4525.529499999999
OriginalBCloudTree;90;4525.529499999999
OriginalBCloudTree;92;4645.646666666666
OriginalBCloudTree;93;4645.646666666666
OriginalBCloudTree;94;4676.083333333332
OriginalBCloudTree;95;4784.029999999999
OriginalBCloudTree;96;4867.589999999998
OriginalBCloudTree;97;4867.589999999998
OriginalBCloudTree;99;4898.026666666665
OriginalBCloudTree;100;4983.685166666665
OriginalBCloudTree;102;5171.8303333333315
OriginalBCloudTree;103;5203.240333333331
OriginalBCloudTree;105;5203.240333333331
OriginalBCloudTree;106;5203.240333333331
OriginalBCloudTree;107;5233.475499999998
OriginalBCloudTree;108;5319.133999999997
OriginalBCloudTree;109;5319.133999999997
OriginalBCloudTree;110;5428.053999999997
OriginalBCloudTree;111;5506.468999999997
OriginalBCloudTree;112;5538.79333333333
OriginalBCloudTree;114;5655.694333333329
OriginalBCloudTree;115;5741.185333333329
OriginalBCloudTree;116;5741.185333333329
OriginalBCloudTree;117;5771.8754999999965
OriginalBCloudTree;118;5771.8754999999965
OriginalBCloudTree;119;5857.840499999997
OriginalBCloudTree;120;5857.840499999997
OriginalBCloudTree;121;6005.031166666662
OriginalBCloudTree;122;6005.031166666662
OriginalBCloudTree;123;6005.031166666662
OriginalBCloudTree;124;6038.109666666662
OriginalBCloudTree;125;6121.0546666666605
OriginalBCloudTree;126;6121.0546666666605
OriginalBCloudTree;128;6151.744833333327
OriginalBCloudTree;129;6184.823333333326
OriginalBCloudTree;130;6256.768333333326
OriginalBCloudTree;131;6342.259333333326
OriginalBCloudTree;132;6459.247166666659
OriginalBCloudTree;134;6459.247166666659
OriginalBCloudTree;135;6492.325666666658
OriginalBCloudTree;136;6575.885666666659
OriginalBCloudTree;137;6575.885666666659
OriginalBCloudTree;138;6690.612999999991
OriginalBCloudTree;139;6723.405499999992
OriginalBCloudTree;141;6723.405499999992
OriginalBCloudTree;142;6723.405499999992
OriginalBCloudTree;143;6753.640666666658
OriginalBCloudTree;144;6753.640666666658
OriginalBCloudTree;145;6839.2936666666565
OriginalBCloudTree;146;6839.2936666666565
OriginalBCloudTree;147;6873.952833333323
OriginalBCloudTree;148;6906.745333333323
OriginalBCloudTree;150;6941.40449999999
OriginalBCloudTree;151;7013.349499999989
OriginalBCloudTree;152;7013.349499999989
OriginalBCloudTree;153;7184.799999999989
OriginalBCloudTree;155;7215.490166666656
OriginalBCloudTree;156;7215.490166666656
OriginalBCloudTree;157;7417.907833333323
OriginalBCloudTree;158;7447.237833333323
OriginalBCloudTree;160;7447.237833333323
OriginalBCloudTree;161;7532.695833333322
OriginalBCloudTree;162;7532.695833333322
OriginalBCloudTree;163;7649.689333333322
OriginalBCloudTree;164;7735.2543333333215
OriginalBCloudTree;165;7735.2543333333215
OriginalBCloudTree;166;7796.381166666654
OriginalBCloudTree;168;7796.381166666654
OriginalBCloudTree;169;7796.381166666654
OriginalBCloudTree;170;7829.173666666654
OriginalBCloudTree;171;7829.173666666654
OriginalBCloudTree;173;7860.583666666654
OriginalBCloudTree;174;7893.662166666653
OriginalBCloudTree;175;7976.065166666654
OriginalBCloudTree;176;7976.065166666654
OriginalBCloudTree;177;8092.72033333332
OriginalBCloudTree;178;8178.3788333333205
OriginalBCloudTree;179;8178.3788333333205
OriginalBCloudTree;180;8210.703166666653
OriginalBCloudTree;181;8210.703166666653
OriginalBCloudTree;184;8327.203666666654
OriginalBCloudTree;186;8361.862833333322
OriginalBCloudTree;187;8361.862833333322
OriginalBCloudTree;188;8477.36649999999
OriginalBCloudTree;190;8555.78149999999
OriginalBCloudTree;191;8555.78149999999
OriginalBCloudTree;192;8641.43449999999
OriginalBCloudTree;193;8672.124666666658
OriginalBCloudTree;194;8672.124666666658
OriginalBCloudTree;195;8735.152333333324
OriginalBCloudTree;196;8817.555333333325
OriginalBCloudTree;198;8817.555333333325
OriginalBCloudTree;200;8900.500333333326
OriginalBCloudTree;201;8935.159499999992
OriginalBCloudTree;203;9054.202999999994
OriginalBCloudTree;204;9083.532999999994
OriginalBCloudTree;205;9169.525499999994
OriginalBCloudTree;209;9169.525499999994
OriginalBCloudTree;210;9229.995833333329
OriginalBCloudTree;211;9260.432499999995
OriginalBCloudTree;212;9337.942499999996
OriginalBCloudTree;213;9422.605999999996
OriginalBCloudTree;215;9422.605999999996
OriginalBCloudTree;217;9422.605999999996
OriginalBCloudTree;218;9483.345999999996
OriginalBCloudTree;219;9561.760999999997
OriginalBCloudTree;220;9591.090999999997
OriginalBCloudTree;223;9591.090999999997
OriginalBCloudTree;224;9591.090999999997
OriginalBCloudTree;225;9591.090999999997
OriginalBCloudTree;226;9654.82533333333
OriginalBCloudTree;227;9654.82533333333
OriginalBCloudTree;228;9768.821999999996
OriginalBCloudTree;229;9854.480499999996
OriginalBCloudTree;230;9854.480499999996
OriginalBCloudTree;231;9854.480499999996
OriginalBCloudTree;232;9854.480499999996
OriginalBCloudTree;233;9959.217999999995
OriginalBCloudTree;234;9989.654666666662
OriginalBCloudTree;235;10021.064666666662
OriginalBCloudTree;237;10021.064666666662
OriginalBCloudTree;239;10021.064666666662
OriginalBCloudTree;240;10051.754833333329
OriginalBCloudTree;241;10137.245833333329
OriginalBCloudTree;242;10222.70383333333
OriginalBCloudTree;243;10289.68733333333
OriginalBCloudTree;244;10373.60233333333
OriginalBCloudTree;246;10373.60233333333
OriginalBCloudTree;247;10373.60233333333
OriginalBCloudTree;248;10403.837499999998
OriginalBCloudTree;249;10489.402499999998
OriginalBCloudTree;250;10522.194999999998
OriginalBCloudTree;251;10522.194999999998
OriginalBCloudTree;252;10552.885166666665
OriginalBCloudTree;253;10552.885166666665
OriginalBCloudTree;254;10636.593166666664
OriginalBCloudTree;255;10669.671666666663
OriginalBCloudTree;256;10752.616666666663
OriginalBCloudTree;258;10868.959833333332
OriginalBCloudTree;259;10951.362833333333
OriginalBCloudTree;260;10951.362833333333
OriginalBCloudTree;261;10983.687166666667
OriginalBCloudTree;262;11103.938833333334
OriginalBCloudTree;263;11103.938833333334
OriginalBCloudTree;264;11175.883833333333
OriginalBCloudTree;265;11206.119
OriginalBCloudTree;267;11206.119
OriginalBCloudTree;268;11375.332
OriginalBCloudTree;269;11375.332
OriginalBCloudTree;270;11437.4545
OriginalBCloudTree;272;11523.0195
OriginalBCloudTree;273;11605.4225
OriginalBCloudTree;274;11690.9135
OriginalBCloudTree;275;11690.9135
OriginalBCloudTree;276;11860.614000000001
OriginalBCloudTree;277;11860.614000000001
OriginalBCloudTree;278;11891.050666666668
OriginalBCloudTree;279;12007.278333333335
OriginalBCloudTree;281;12007.278333333335
OriginalBCloudTree;282;12175.334333333336
OriginalBCloudTree;284;12261.299333333336
OriginalBCloudTree;285;12292.709333333336
OriginalBCloudTree;286;12292.709333333336
OriginalBCloudTree;287;12324.119333333336
OriginalBCloudTree;288;12324.119333333336
OriginalBCloudTree;289;12408.782833333336
OriginalBCloudTree;290;12492.697833333337
OriginalBCloudTree;291;12664.25533333334
OriginalBCloudTree;292;12664.25533333334
OriginalBCloudTree;293;12741.76533333334
OriginalBCloudTree;294;12774.089666666674
OriginalBCloudTree;295;12807.168166666674
OriginalBCloudTree;296;12807.168166666674
OriginalBCloudTree;297;12807.168166666674
OriginalBCloudTree;298;12807.168166666674
OriginalBCloudTree;299;12890.876166666674
OriginalBCloudTree;300;12923.954666666674
OriginalBCloudTree;301;13002.369666666675
OriginalBCloudTree;302;13002.369666666675
OriginalBCloudTree;303;13206.278666666674
OriginalBCloudTree;304;13236.968833333342
OriginalBCloudTree;305;13236.968833333342
OriginalBCloudTree;306;13236.968833333342
OriginalBCloudTree;307;13271.628000000008
OriginalBCloudTree;308;13349.138000000008
OriginalBCloudTree;309;13349.138000000008
OriginalBCloudTree;310;13421.083000000008
OriginalBCloudTree;311;13537.338166666676
OriginalBCloudTree;312;13651.481666666677
OriginalBCloudTree;313;13651.481666666677
OriginalBCloudTree;314;13765.475166666678
OriginalBCloudTree;315;13765.475166666678
OriginalBCloudTree;316;13765.475166666678
OriginalBCloudTree;317;13929.34816666668
OriginalBCloudTree;318;14048.39166666668
OriginalBCloudTree;319;14048.39166666668
OriginalBCloudTree;320;14133.984166666678
OriginalBCloudTree;321;14247.365833333346
OriginalBCloudTree;322;14277.802500000013
OriginalBCloudTree;323;14277.802500000013
OriginalBCloudTree;324;14277.802500000013
OriginalBCloudTree;325;14360.205500000013
OriginalBCloudTree;326;14544.78866666668
OriginalBCloudTree;327;14544.78866666668
OriginalBCloudTree;328;14544.78866666668
OriginalBCloudTree;329;14610.857833333346
OriginalBCloudTree;330;14695.521333333347
OriginalBCloudTree;331;14780.184833333346
OriginalBCloudTree;332;14780.184833333346
OriginalBCloudTree;333;14985.955000000013
OriginalBCloudTree;334;15071.520000000013
OriginalBCloudTree;335;15071.520000000013
OriginalBCloudTree;336;15103.844333333347
OriginalBCloudTree;337;15103.844333333347
OriginalBCloudTree;338;15136.168666666681
OriginalBCloudTree;339;15136.168666666681
OriginalBCloudTree;340;15251.491166666681
OriginalBCloudTree;341;15422.621166666682
OriginalBCloudTree;342;15422.621166666682
OriginalBCloudTree;343;15593.938166666683
OriginalBCloudTree;344;15626.730666666683
OriginalBCloudTree;345;15626.730666666683
OriginalBCloudTree;346;15626.730666666683
OriginalBCloudTree;348;15821.97333333335
OriginalBCloudTree;349;15907.62633333335
OriginalBCloudTree;350;15992.43983333335
OriginalBCloudTree;351;16025.51833333335
OriginalBCloudTree;352;16025.51833333335
OriginalBCloudTree;353;16111.009333333352
OriginalBCloudTree;355;16196.974333333352
OriginalBCloudTree;356;16312.092333333352
OriginalBCloudTree;358;16346.751500000018
OriginalBCloudTree;359;16430.45950000002
OriginalBCloudTree;360;16430.45950000002
OriginalBCloudTree;362;16598.98100000002
OriginalBCloudTree;363;16631.30533333336
OriginalBCloudTree;364;16716.958333333358
OriginalBCloudTree;365;16749.750833333357
OriginalBCloudTree;366;16749.750833333357
OriginalBCloudTree;367;16835.34333333336
OriginalBCloudTree;368;16912.85333333336
OriginalBCloudTree;369;16912.85333333336
OriginalBCloudTree;370;16943.54350000003
OriginalBCloudTree;371;16943.54350000003
OriginalBCloudTree;372;17021.053500000027
OriginalBCloudTree;373;17021.053500000027
OriginalBCloudTree;375;17107.046000000028
OriginalBCloudTree;376;17185.461000000025
OriginalBCloudTree;377;17271.426000000025
OriginalBCloudTree;378;17304.218500000025
OriginalBCloudTree;380;17304.218500000025
OriginalBCloudTree;381;17390.21100000003
OriginalBCloudTree;382;17462.156000000028
OriginalBCloudTree;383;17462.156000000028
OriginalBCloudTree;384;17462.156000000028
OriginalBCloudTree;385;17534.10100000003
OriginalBCloudTree;387;17644.689500000033
OriginalBCloudTree;388;17644.689500000033
OriginalBCloudTree;389;17644.689500000033
OriginalBCloudTree;390;17644.689500000033
OriginalBCloudTree;391;17723.104500000034
OriginalBCloudTree;392;17807.76800000003
OriginalBCloudTree;394;17893.22600000003
OriginalBCloudTree;395;17976.78600000003
OriginalBCloudTree;396;18060.346000000027
OriginalBCloudTree;397;18168.99616666669
OriginalBCloudTree;398;18168.99616666669
OriginalBCloudTree;401;18254.96116666669
OriginalBCloudTree;402;18426.18466666669
OriginalBCloudTree;404;18426.18466666669
OriginalBCloudTree;405;18426.18466666669
OriginalBCloudTree;406;18611.374666666692
OriginalBCloudTree;408;18611.374666666692
OriginalBCloudTree;409;18695.289666666693
OriginalBCloudTree;410;18860.09566666669
OriginalBCloudTree;411;18860.09566666669
OriginalBCloudTree;412;18860.09566666669
OriginalBCloudTree;413;18945.68816666669
OriginalBCloudTree;414;18945.68816666669
OriginalBCloudTree;415;19062.55616666669
OriginalBCloudTree;416;19062.55616666669
OriginalBCloudTree;418;19229.209166666697
OriginalBCloudTree;419;19229.209166666697
OriginalBCloudTree;420;19314.667166666695
OriginalBCloudTree;421;19314.667166666695
OriginalBCloudTree;422;19314.667166666695
OriginalBCloudTree;424;19430.66883333337
OriginalBCloudTree;425;19430.66883333337
OriginalBCloudTree;427;19600.98533333337
OriginalBCloudTree;428;19769.49533333337
OriginalBCloudTree;429;19769.49533333337
OriginalBCloudTree;430;19854.986333333367
OriginalBCloudTree;431;19937.389333333365
OriginalBCloudTree;432;19937.389333333365
OriginalBCloudTree;433;19972.048500000034
OriginalBCloudTree;434;20058.013500000034
OriginalBCloudTree;435;20058.013500000034
OriginalBCloudTree;436;20058.013500000034
OriginalBCloudTree;437;20227.71400000003
OriginalBCloudTree;438;20227.71400000003
OriginalBCloudTree;439;20313.36700000003
OriginalBCloudTree;440;20313.36700000003
OriginalBCloudTree;441;20390.877000000033
OriginalBCloudTree;442;20507.058166666702
OriginalBCloudTree;443;20507.058166666702
OriginalBCloudTree;444;20592.6506666667
OriginalBCloudTree;445;20664.5956666667
OriginalBCloudTree;446;20748.3036666667
OriginalBCloudTree;447;20833.117166666696
OriginalBCloudTree;448;20911.532166666697
OriginalBCloudTree;449;20911.532166666697
OriginalBCloudTree;450;20943.85650000003
OriginalBCloudTree;452;20943.85650000003
OriginalBCloudTree;453;20943.85650000003
OriginalBCloudTree;454;21115.47450000003
OriginalBCloudTree;456;21272.083000000028
OriginalBCloudTree;457;21355.643000000025
OriginalBCloudTree;458;21388.435500000025
OriginalBCloudTree;459;21388.435500000025
OriginalBCloudTree;460;21388.435500000025
OriginalBCloudTree;461;21548.348500000022
OriginalBCloudTree;462;21548.348500000022
OriginalBCloudTree;463;21548.348500000022
OriginalBCloudTree;464;21548.348500000022
OriginalBCloudTree;465;21748.705166666685
OriginalBCloudTree;466;21833.518666666685
OriginalBCloudTree;467;21833.518666666685
OriginalBCloudTree;468;21917.433666666686
OriginalBCloudTree;469;21917.433666666686
OriginalBCloudTree;470;22073.358666666685
OriginalBCloudTree;471;22073.358666666685
OriginalBCloudTree;472;22104.768666666685
OriginalBCloudTree;473;22190.333666666684
OriginalBCloudTree;474;22190.333666666684
OriginalBCloudTree;476;22275.99216666668
OriginalBCloudTree;477;22433.52966666668
OriginalBCloudTree;478;22511.94466666668
OriginalBCloudTree;479;22594.88966666668
OriginalBCloudTree;480;22627.96816666668
OriginalBCloudTree;481;22710.37116666668
OriginalBCloudTree;482;22710.37116666668
OriginalBCloudTree;483;22710.37116666668
OriginalBCloudTree;484;22710.37116666668
OriginalBCloudTree;485;22795.829166666677
OriginalBCloudTree;486;22881.794166666677
OriginalBCloudTree;487;22998.47683333334
OriginalBCloudTree;489;23169.78833333334
OriginalBCloudTree;490;23169.78833333334
OriginalBCloudTree;491;23169.78833333334
OriginalBCloudTree;492;23252.19133333334
OriginalBCloudTree;494;23337.64933333334
OriginalBCloudTree;495;23366.97933333334
OriginalBCloudTree;496;23366.97933333334
OriginalBCloudTree;497;23366.97933333334
OriginalBCloudTree;498;23450.68733333334
OriginalBCloudTree;499;23450.68733333334
OriginalBCloudTree;500;23536.252333333337
OriginalBCloudTree;501;23621.065833333338
OriginalBCloudTree;502;23704.625833333335
OriginalBCloudTree;503;23704.625833333335
OriginalBCloudTree;504;23735.062500000004
OriginalBCloudTree;505;23906.592500000002
OriginalBCloudTree;506;23906.592500000002
OriginalBCloudTree;507;23992.0835
OriginalBCloudTree;509;23992.0835
OriginalBCloudTree;510;24077.7365
OriginalBCloudTree;511;24112.395666666667
OriginalBCloudTree;512;24112.395666666667
OriginalBCloudTree;513;24189.905666666666
OriginalBCloudTree;514;24357.380666666668
OriginalBCloudTree;516;24357.380666666668
OriginalBCloudTree;517;24528.626166666665
OriginalBCloudTree;518;24612.334166666664
OriginalBCloudTree;519;24644.658499999998
OriginalBCloudTree;521;24723.0735
OriginalBCloudTree;523;24723.0735
OriginalBCloudTree;526;25002.286
OriginalBCloudTree;528;25158.8945
OriginalBCloudTree;529;25158.8945
OriginalBCloudTree;532;25241.8395
OriginalBCloudTree;533;25241.8395
OriginalBCloudTree;535;25517.885999999995
OriginalBCloudTree;536;25517.885999999995
OriginalBCloudTree;537;25603.376999999993
OriginalBCloudTree;538;25603.376999999993
OriginalBCloudTree;540;25603.376999999993
OriginalBCloudTree;541;25688.190499999993
OriginalBCloudTree;542;25722.84966666666
OriginalBCloudTree;543;25805.25266666666
OriginalBCloudTree;545;25883.66766666666
OriginalBCloudTree;546;25967.58266666666
OriginalBCloudTree;549;26000.37516666666
OriginalBCloudTree;551;26085.94016666666
OriginalBCloudTree;552;26171.59866666666
OriginalBCloudTree;553;26257.56366666666
OriginalBCloudTree;556;26257.56366666666
OriginalBCloudTree;559;26429.20916666666
OriginalBCloudTree;560;26429.20916666666
OriginalBCloudTree;562;26511.61216666666
OriginalBCloudTree;563;26511.61216666666
OriginalBCloudTree;566;26595.320166666657
OriginalBCloudTree;567;26595.320166666657
OriginalBCloudTree;569;26680.91266666666
OriginalBCloudTree;571;26765.57616666666
OriginalBCloudTree;572;26937.026666666658
OriginalBCloudTree;573;27014.536666666656
OriginalBCloudTree;574;27014.536666666656
OriginalBCloudTree;575;27014.536666666656
OriginalBCloudTree;576;27014.536666666656
OriginalBCloudTree;580;27086.481666666656
OriginalBCloudTree;581;27340.270166666654
OriginalBCloudTree;582;27340.270166666654
OriginalBCloudTree;583;27425.761166666656
OriginalBCloudTree;588;27504.176166666657
OriginalBCloudTree;589;27504.176166666657
OriginalBCloudTree;591;27588.091166666658
OriginalBCloudTree;592;27671.799166666657
OriginalBCloudTree;593;27757.457666666654
OriginalBCloudTree;596;27929.015166666653
OriginalBCloudTree;601;28000.960166666653
OriginalBCloudTree;602;28000.960166666653
OriginalBCloudTree;603;28168.718666666653
OriginalBCloudTree;604;28251.12166666665
OriginalBCloudTree;609;28251.12166666665
OriginalBCloudTree;610;28335.93516666665
OriginalBCloudTree;612;28593.03866666665
OriginalBCloudTree;615;28678.52966666665
OriginalBCloudTree;616;28678.52966666665
OriginalBCloudTree;619;28764.09466666665
OriginalBCloudTree;621;28929.442666666648
OriginalBCloudTree;623;29013.00266666665
OriginalBCloudTree;624;29013.00266666665
OriginalBCloudTree;627;29182.30316666665
OriginalBCloudTree;630;29259.81316666665
OriginalBCloudTree;631;29259.81316666665
OriginalBCloudTree;633;29429.38666666665
OriginalBCloudTree;634;29501.33166666665
OriginalBCloudTree;639;29664.41016666665
OriginalBCloudTree;642;29833.00816666665
OriginalBCloudTree;644;29917.671666666647
OriginalBCloudTree;647;30003.636666666647
OriginalBCloudTree;649;30086.039666666646
OriginalBCloudTree;650;30171.698166666647
OriginalBCloudTree;655;30257.18916666665
OriginalBCloudTree;658;30503.717166666647
OriginalBCloudTree;667;30582.132166666648
OriginalBCloudTree;668;30666.795666666647
OriginalBCloudTree;669;30752.360666666646
OriginalBCloudTree;675;30836.275666666646
OriginalBCloudTree;676;30921.089166666647
OriginalBCloudTree;677;31007.054166666647
OriginalBCloudTree;684;31092.512166666645
OriginalBCloudTree;688;31264.497166666646
OriginalBCloudTree;692;31350.062166666645
OriginalBCloudTree;699;31604.867666666647
OriginalBCloudTree;700;31690.35866666665
OriginalBCloudTree;707;31776.32366666665
OriginalBCloudTree;709;31860.23866666665
OriginalBCloudTree;711;31945.83116666665
OriginalBCloudTree;715;32031.396166666647
OriginalBCloudTree;720;32114.341166666647
OriginalBCloudTree;721;32199.99966666665
OriginalBCloudTree;734;32285.99216666665
OriginalBCloudTree;736;32371.65066666665
OriginalBCloudTree;746;32542.73416666665
OriginalBCloudTree;747;32627.54766666665
OriginalBCloudTree;758;32712.21116666665
OriginalBCloudTree;760;32795.77116666665
OriginalBCloudTree;770;32964.30866666665
OriginalBCloudTree;780;33048.22366666665
OriginalBCloudTree;783;33133.882166666655
OriginalBCloudTree;791;33219.87466666665
OriginalBCloudTree;794;33304.68816666666
OriginalBCloudTree;802;33389.35166666666
OriginalBCloudTree;804;33472.91166666667
OriginalBCloudTree;811;33505.70416666667
OriginalBCloudTree;814;33591.195166666665
OriginalBCloudTree;819;33704.83033333333
OriginalBCloudTree;827;33790.42283333333
OriginalBCloudTree;828;33823.501333333326
OriginalBCloudTree;830;33907.41633333333
OriginalBCloudTree;836;33992.22983333333
OriginalBCloudTree;837;34022.465
OriginalBCloudTree;838;34108.4575
OriginalBCloudTree;845;34226.06166666666
OriginalBCloudTree;847;34310.72516666666
OriginalBCloudTree;853;34340.055166666665
OriginalBCloudTree;855;34425.71366666667
OriginalBCloudTree;862;34456.15033333334
OriginalBCloudTree;865;34541.64133333334
OriginalBCloudTree;867;34626.30483333334
OriginalBCloudTree;870;34657.71483333334
OriginalBCloudTree;878;34775.631666666675
OriginalBCloudTree;879;34859.19166666668
OriginalBCloudTree;886;34889.88183333335
OriginalBCloudTree;889;34974.695333333344
OriginalBCloudTree;890;35058.610333333345
OriginalBCloudTree;894;35091.40283333335
OriginalBCloudTree;898;35174.34783333335
OriginalBCloudTree;902;35207.42633333335
OriginalBCloudTree;903;35293.41883333335
OriginalBCloudTree;907;35379.07733333335
OriginalBCloudTree;911;35409.312500000015
OriginalBCloudTree;918;35493.97600000001
OriginalBCloudTree;920;35608.797000000006
OriginalBCloudTree;928;35723.767000000014
OriginalBCloudTree;932;35809.35950000001
OriginalBCloudTree;936;35839.79616666668
OriginalBCloudTree;938;35923.71116666668
OriginalBCloudTree;944;36044.02883333335
OriginalBCloudTree;946;36130.02133333336
OriginalBCloudTree;956;36215.51233333336
OriginalBCloudTree;961;36301.50483333336
OriginalBCloudTree;963;36332.19500000002
OriginalBCloudTree;967;36417.78750000002
OriginalBCloudTree;971;36450.11183333335
OriginalBCloudTree;973;36535.70433333335
OriginalBCloudTree;979;36621.36283333335
OriginalBCloudTree;980;36654.15533333335
OriginalBCloudTree;990;36684.390500000016
OriginalBCloudTree;1033;36715.80050000002
OriginalBCloudTree;1042;36748.879000000015
OriginalBCloudTree;1043;36834.871500000016
OriginalBCloudTree;1051;36865.56166666668
OriginalBCloudTree;1053;36951.15416666668
OriginalBCloudTree;1061;36980.48416666668
OriginalBCloudTree;1070;37010.92083333335
OriginalBCloudTree;1092;37045.58000000002
OriginalBCloudTree;1100;37077.904333333354
OriginalBCloudTree;1110;37110.69683333335
OriginalBCloudTree;1118;37143.77533333335
OriginalBCloudTree;1126;37178.43450000002
OriginalBCloudTree;1135;37211.22700000002
OriginalBCloudTree;1259;37296.88000000002
OriginalBCloudTree;1280;37382.845000000016
OriginalBCloudTree;1289;37468.41000000002
ProposedBCloudTree;0;545.4966666666667
ProposedBCloudTree;1;575.9333333333334
ProposedBCloudTree;2;575.9333333333334
ProposedBCloudTree;6;661.3913333333334
ProposedBCloudTree;7;889.946
ProposedBCloudTree;8;920.3826666666668
ProposedBCloudTree;9;1175.2466666666664
ProposedBCloudTree;11;1175.2466666666664
ProposedBCloudTree;13;1260.7046666666665
ProposedBCloudTree;14;1447.0046666666667
ProposedBCloudTree;15;1478.4146666666666
ProposedBCloudTree;16;1478.4146666666666
ProposedBCloudTree;17;1582.684
ProposedBCloudTree;18;1751.12
ProposedBCloudTree;20;1823.0649999999998
ProposedBCloudTree;21;1937.4199999999998
ProposedBCloudTree;22;1968.83
ProposedBCloudTree;23;2040.7749999999999
ProposedBCloudTree;25;2144.1299999999997
ProposedBCloudTree;26;2310.02
ProposedBCloudTree;27;2310.02
ProposedBCloudTree;28;2413.3750000000005
ProposedBCloudTree;29;2527.7300000000005
ProposedBCloudTree;30;2527.7300000000005
ProposedBCloudTree;31;2599.675
ProposedBCloudTree;32;2671.6200000000003
ProposedBCloudTree;33;2703.03
ProposedBCloudTree;34;2785.9750000000004
ProposedBCloudTree;35;2893.7200000000003
ProposedBCloudTree;37;2893.7200000000003
ProposedBCloudTree;38;3054.7900000000004
ProposedBCloudTree;40;3162.736666666666
ProposedBCloudTree;41;3246.651666666666
ProposedBCloudTree;42;3354.5983333333334
ProposedBCloudTree;43;3354.5983333333334
ProposedBCloudTree;45;3433.0133333333333
ProposedBCloudTree;46;3599.873333333334
ProposedBCloudTree;47;3599.873333333334
ProposedBCloudTree;48;3713.8165000000004
ProposedBCloudTree;49;3792.2315000000003
ProposedBCloudTree;50;3875.7915000000003
ProposedBCloudTree;51;3875.7915000000003
ProposedBCloudTree;52;3988.8295
ProposedBCloudTree;53;4073.643
ProposedBCloudTree;54;4157.203
ProposedBCloudTree;55;4273.235333333333
ProposedBCloudTree;56;4273.235333333333
ProposedBCloudTree;57;4356.943333333333
ProposedBCloudTree;58;4356.943333333333
ProposedBCloudTree;59;4527.214833333333
ProposedBCloudTree;60;4557.45
ProposedBCloudTree;61;4641.365
ProposedBCloudTree;62;4834.601
ProposedBCloudTree;63;4834.601
ProposedBCloudTree;65;4920.059
ProposedBCloudTree;66;4997.569
ProposedBCloudTree;67;5082.3825
ProposedBCloudTree;68;5142.8528333333325
